language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
42	Komi_Permyak	77	help	X (help) Y	помочь	X (помогать) Y-у					NOMDAT							
42	Komi_Permyak	78	understand	X (understand) Y	понимать	X (понимать) Y					TR							
42	Komi_Permyak	79	hit#target#	X (hit) Y	попасть	X (попадать) в Y (молния в дом)					NOMILL							
42	Komi_Permyak	80	cut_oneself	X (cut oneself) with Y	порезаться	X (резаться) Y-ом					NOMINS							
42	Komi_Permyak	81	get_stuck	X (get stuck) to Y	прилипать	X (прилипать) к Y-у					NOMberdo							
42	Komi_Permyak	82	lose#game#	X (lose) to Y	проиграть	X (проиграть) Y-у					NOMDAT							
42	Komi_Permyak	83	be_glad	X (be glad) about Y	радоваться	X (радоваться) Y-у					NOMponda							
42	Komi_Permyak	84	speak	X (speak) with Y	разговаривать	X (разговаривать) с Y-ом					NOMCOM							
42	Komi_Permyak	85	give_birth	X (give birth) to Y	рожать	X (рожать) Y-а					TR							
42	Komi_Permyak	86	drop	X (drop) Y	ронять	X (ронять) Y					TR							
42	Komi_Permyak	87	govern	X (govern) Y	руководить	X (руководить) Y					NOMINS							
42	Komi_Permyak	88	miss	X (miss) Y	скучать	X (скучать) по Y-у					NOMponda							
42	Komi_Permyak	89	follow	X (follow) Y	следовать	X (следовать) за Y-ом												
42	Komi_Permyak	90	dismount	X (get down) from Y	слезать	X (слезать) с Y-a (с лошади)					NOMvylis							
42	Komi_Permyak	91	listen	X (listen) to Y	слушать	X (слушать) Y					TR							
42	Komi_Permyak	92	obey	X (obey) Y	слушаться	X (слушаться) Y-a					TR							
42	Komi_Permyak	93	hear	X (hear) Y	слышать	X (слышать) Y					TR							
42	Komi_Permyak	94	mix	X (get mixed) with Y	смешаться	X (смешаться) с Y-ом					NOMINS							
42	Komi_Permyak	95	look	X (look) at Y	смотреть	X (смотреть) на Y					NOMSUPLAT							
42	Komi_Permyak	96	take_off	X (take off) Y	снимать	X (снимать) Y (рубашку)					TR							
42	Komi_Permyak	97	dream#sleeping#	X (dream) about Y	сниться	X-у (сниться) Y					TR							
42	Komi_Permyak	98	agree	X (agree) with Y	соглашаться	X (соглашаться) с Y-ом					NOMCOM							
42	Komi_Permyak	99	have_a_quarrel	X (have a quarrel) with Y	ссориться	X (ссориться) с кем Y					NOMCOM							
42	Komi_Permyak	100	cost	X (cost) Y	стоить	X (стоить) Y (один доллар)					NOMNOM							
42	Komi_Permyak	101	shoot_at	X (shoot) at Y	стрелять	X (стрелять) в Y-а					NOMDAT							
42	Komi_Permyak	102	pour	X (pour) Y	сыпать	X (сыпать) Y					TR							
42	Komi_Permyak	103	lose	X (lose) Y	терять	X (терять) Y					TR							
42	Komi_Permyak	104	sink	X (sink) in Y	тонуть	X (тонуть) в Y-е					NOMILL							
42	Komi_Permyak	105	kill	X (kill) Y	убивать	X (убивать) Y-а					TR							
42	Komi_Permyak	106	hit	X (hit) Y	ударить	X (ударять) Y-а					NOMDAT							
42	Komi_Permyak	107	kiss	X (kiss) Y	целовать	X (целовать) Y-а					TR							
42	Komi_Permyak	108	read	X (read) Y	читать	X (читать) Y-а					TR							
42	Komi_Permyak	109	move#bodypart#	X (move) Y	шевелить	X (шевелить) Y-ом					NOMINS							
42	Komi_Permyak	110	respect	X (respect) Y	уважать	X (уважать) Y-а					TR							
42	Komi_Permyak	111	be_squeamish	X (be squeamish) about Y	брезговать	X (брезговать) Y-ом					TR							
42	Komi_Permyak	112	be_content	X (be content) with	быть довольным	X (быть довольным) Y-ом					NOMponda							
42	Komi_Permyak	113	fall_in_love	X (fall in love) with Y	влюбляться	X (влюбляться) в Y-a					NOMSUPLAT							
42	Komi_Permyak	114	trust	X (trust) Y	доверять	X (доверять) Y-у					NOMDAT	то же, что доверять						
42	Komi_Permyak	115	sympathise	X (sympathise) with Y	жалеть	X (жалеть) Y-а					TR							
42	Komi_Permyak	116	envy	X (envy) Y	завидовать	X (завидовать) Y-у					NOMDAT							
42	Komi_Permyak	117	be_angry	X (be angry) with Y	злиться	X (злиться) на Y-а					NOMSUPLAT							
42	Komi_Permyak	118	be_surprised	X (be surprised) at Y	удивляться	X (удивляться) Y-у					NOMSUPLAT	то же что поражаться						
42	Komi_Permyak	119	love2	X (love) Y	любить-2	X (любить) Y (чай/яблоки)					TR							
42	Komi_Permyak	120	enjoy	X (enjoy) Y	наслаждаться	X (наслаждаться) Y-ом					NOMINS							
42	Komi_Permyak	121	want	X (want) Y	хотеть	X (хотеть) Y-а						получено только что-то вроде требоваться						
42	Komi_Permyak	122	have_a_grudge	X (have a grudge) against Y	сердиться	X (сердиться) на Y-а					NOMCOM							
42	Komi_Permyak	123	take_offence	X (take_offence) at Y	обижаться	X (обижаться) на Y-а					NOMSUPLAT							
42	Komi_Permyak	124	upset	X (upset) Y	огорчать	X (огорчать) Y-а					TR							
42	Komi_Permyak	125	marvel	X (marvel) at Y	поражаться	X (поражаться) Y-у						то же что удивляться						
42	Komi_Permyak	126	despise	X (despise) Y	презирать	X (презирать) Y-а					TR							
42	Komi_Permyak	127	get_upset	X (get upset) with Y	огорчаться	X (огорчаться) из-за Y-а					NOMponda							
42	Komi_Permyak	128	get_irritated	X (get irritated) with Y	раздражаться	X (раздражаться) на Y-а					NOMSUPLAT							
42	Komi_Permyak	129	be_fond	X (be fond) of Y	симпатизировать	X (симпатизировать) Y-у						то же, что нравиться						
42	Komi_Permyak	130	be_shy	X (be shy) about Y	стесняться	X (стесняться) Y-а					NOMELA							
